2025-12-19 19:10:28.284 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-12-19 19:10:38.935 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 2 | Price: €30.81316713989475 | Action: WRITE
2025-12-19 19:10:38.942 [main] INFO  c.e.l.service.ProductService - Product added | ID: 301 | Name: Diana's Managed Product 2 | Price: €30.81316713989475 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:38.996 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 3 | Price: €174.63200875358433 | Action: WRITE
2025-12-19 19:10:39.005 [main] INFO  c.e.l.service.ProductService - Product added | ID: 302 | Name: Diana's Managed Product 3 | Price: €174.63200875358433 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.006 [main] INFO  c.e.l.p.service.UserProfileService - Profile type changed for user Diana Martinez from READ_HEAVY to WRITE_HEAVY
2025-12-19 19:10:39.059 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 4 | Price: €286.231190550631 | Action: WRITE
2025-12-19 19:10:39.067 [main] INFO  c.e.l.service.ProductService - Product added | ID: 303 | Name: Diana's Managed Product 4 | Price: €286.231190550631 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.067 [main] INFO  c.e.l.p.service.UserProfileService - Profile type changed for user Diana Martinez from WRITE_HEAVY to EXPENSIVE_SEEKER
2025-12-19 19:10:39.122 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 5 | Price: €301.8170527606657 | Action: WRITE
2025-12-19 19:10:39.130 [main] INFO  c.e.l.service.ProductService - Product added | ID: 304 | Name: Diana's Managed Product 5 | Price: €301.8170527606657 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.185 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 6 | Price: €102.8144813288568 | Action: WRITE
2025-12-19 19:10:39.197 [main] INFO  c.e.l.service.ProductService - Product added | ID: 305 | Name: Diana's Managed Product 6 | Price: €102.8144813288568 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.248 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 7 | Price: €215.85187324100423 | Action: WRITE
2025-12-19 19:10:39.256 [main] INFO  c.e.l.service.ProductService - Product added | ID: 306 | Name: Diana's Managed Product 7 | Price: €215.85187324100423 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.311 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 8 | Price: €263.4027978385255 | Action: WRITE
2025-12-19 19:10:39.319 [main] INFO  c.e.l.service.ProductService - Product added | ID: 307 | Name: Diana's Managed Product 8 | Price: €263.4027978385255 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.374 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 300 | Action: READ
2025-12-19 19:10:39.378 [main] INFO  c.e.l.service.ProductService - Product found | ID: 300 | Name: Diana's Managed Product 1 | Price: €187.58603437429963 | User: diana.martinez@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:39.378 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 300 | Name: Diana's Managed Product 1 | Price: €187.58603437429963 | User: diana.martinez@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:39.437 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 301 | Action: READ
2025-12-19 19:10:39.442 [main] INFO  c.e.l.service.ProductService - Product found | ID: 301 | Name: Diana's Managed Product 2 | Price: €30.81316713989475 | User: diana.martinez@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:39.499 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 302 | Action: READ
2025-12-19 19:10:39.503 [main] INFO  c.e.l.service.ProductService - Product found | ID: 302 | Name: Diana's Managed Product 3 | Price: €174.63200875358433 | User: diana.martinez@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:39.504 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 302 | Name: Diana's Managed Product 3 | Price: €174.63200875358433 | User: diana.martinez@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:39.562 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 300 | Action: WRITE
2025-12-19 19:10:39.569 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 300 | Name: Diana's Updated Product 1 | Price: €162.9797589877577 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.624 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 301 | Action: WRITE
2025-12-19 19:10:39.632 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 301 | Name: Diana's Updated Product 2 | Price: €282.4778398593253 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.686 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 302 | Action: WRITE
2025-12-19 19:10:39.694 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 302 | Name: Diana's Updated Product 3 | Price: €62.626939274228306 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.750 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 303 | Action: WRITE
2025-12-19 19:10:39.758 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 303 | Name: Diana's Updated Product 4 | Price: €95.00656412560922 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.812 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 304 | Action: WRITE
2025-12-19 19:10:39.821 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 304 | Name: Diana's Updated Product 5 | Price: €119.92728165531048 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.875 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 305 | Action: WRITE
2025-12-19 19:10:39.883 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 305 | Name: Diana's Updated Product 6 | Price: €263.56527062144835 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:39.937 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 306 | Action: WRITE
2025-12-19 19:10:39.946 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 306 | Name: Diana's Updated Product 7 | Price: €74.56980741814904 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.000 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 307 | Action: WRITE
2025-12-19 19:10:40.006 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 307 | Name: Diana's Updated Product 8 | Price: €244.81831365860438 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.063 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 303 | Action: WRITE
2025-12-19 19:10:40.070 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 303 | Name: Diana's Updated Product 4 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.125 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 304 | Action: WRITE
2025-12-19 19:10:40.132 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 304 | Name: Diana's Updated Product 5 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.188 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 305 | Action: WRITE
2025-12-19 19:10:40.195 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 305 | Name: Diana's Updated Product 6 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.250 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 306 | Action: WRITE
2025-12-19 19:10:40.259 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 306 | Name: Diana's Updated Product 7 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.313 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductID: 307 | Action: WRITE
2025-12-19 19:10:40.320 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 307 | Name: Diana's Updated Product 8 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:40.376 [main] INFO  c.e.l.service.ProductService - Clearing user context for: diana.martinez@email.com
2025-12-19 19:10:40.386 [main] INFO  c.e.l.p.service.UserProfileService - Exported profile for user Diana Martinez to user-profiles/diana_martinez_email_com_EXPENSIVE_SEEKER_profile.json
2025-12-19 19:10:40.387 [main] INFO  c.e.l.scenario.ScenarioExecutor - 📊 Exported profile for Diana Martinez - Expected: WRITE-HEAVY
2025-12-19 19:10:40.387 [main] INFO  c.e.l.scenario.ScenarioExecutor - 
╔════════════════════════════════════════╗
2025-12-19 19:10:40.387 [main] INFO  c.e.l.scenario.ScenarioExecutor - ║  SCENARIO 5: Window Shopper (Eve)     ║
2025-12-19 19:10:40.387 [main] INFO  c.e.l.scenario.ScenarioExecutor - ╚════════════════════════════════════════╝
2025-12-19 19:10:40.387 [main] INFO  c.e.l.service.UserService - Attempting to register user: eve.wilson@email.com
2025-12-19 19:10:40.404 [main] INFO  c.e.l.service.UserService - Successfully registered user: eve.wilson@email.com with ID: 5
2025-12-19 19:10:40.405 [main] INFO  c.e.l.scenario.ScenarioExecutor - ✅ Created user: Eve Wilson (eve.wilson@email.com)
2025-12-19 19:10:40.405 [main] INFO  c.e.l.service.ProductService - User context set for: Eve Wilson (eve.wilson@email.com)
2025-12-19 19:10:40.405 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Eve Wilson | Email: eve.wilson@email.com | Action: READ
2025-12-19 19:10:40.413 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:40.413 [main] INFO  c.e.l.p.service.UserProfileService - Created initial profile for user: Eve Wilson
2025-12-19 19:10:40.516 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Eve Wilson | Email: eve.wilson@email.com | Action: READ
2025-12-19 19:10:40.524 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:40.640 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Eve Wilson | Email: eve.wilson@email.com | Action: READ
2025-12-19 19:10:40.648 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:40.749 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Eve Wilson | Email: eve.wilson@email.com | Action: READ
2025-12-19 19:10:40.758 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:40.861 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Eve Wilson | Email: eve.wilson@email.com | Action: READ
2025-12-19 19:10:40.868 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:40.971 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Eve Wilson | Email: eve.wilson@email.com | Action: READ
2025-12-19 19:10:40.978 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.082 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 7 | Action: READ
2025-12-19 19:10:41.086 [main] INFO  c.e.l.service.ProductService - Product found | ID: 7 | Name: Mechanical Keyboard | Price: €79.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.144 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 8 | Action: READ
2025-12-19 19:10:41.148 [main] INFO  c.e.l.service.ProductService - Product found | ID: 8 | Name: Webcam HD | Price: €89.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.206 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 12 | Action: READ
2025-12-19 19:10:41.210 [main] INFO  c.e.l.service.ProductService - Product found | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.211 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.269 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 13 | Action: READ
2025-12-19 19:10:41.274 [main] INFO  c.e.l.service.ProductService - Product found | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.275 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.332 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 15 | Action: READ
2025-12-19 19:10:41.339 [main] INFO  c.e.l.service.ProductService - Product found | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.340 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.340 [main] INFO  c.e.l.p.service.UserProfileService - Profile type changed for user Eve Wilson from READ_HEAVY to EXPENSIVE_SEEKER
2025-12-19 19:10:41.395 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 7 | Action: READ
2025-12-19 19:10:41.399 [main] INFO  c.e.l.service.ProductService - Product found | ID: 7 | Name: Mechanical Keyboard | Price: €79.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.458 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 8 | Action: READ
2025-12-19 19:10:41.461 [main] INFO  c.e.l.service.ProductService - Product found | ID: 8 | Name: Webcam HD | Price: €89.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.521 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 12 | Action: READ
2025-12-19 19:10:41.527 [main] INFO  c.e.l.service.ProductService - Product found | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.527 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.585 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 13 | Action: READ
2025-12-19 19:10:41.589 [main] INFO  c.e.l.service.ProductService - Product found | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.589 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.649 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 15 | Action: READ
2025-12-19 19:10:41.653 [main] INFO  c.e.l.service.ProductService - Product found | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.653 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.712 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 7 | Action: READ
2025-12-19 19:10:41.716 [main] INFO  c.e.l.service.ProductService - Product found | ID: 7 | Name: Mechanical Keyboard | Price: €79.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.775 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 8 | Action: READ
2025-12-19 19:10:41.778 [main] INFO  c.e.l.service.ProductService - Product found | ID: 8 | Name: Webcam HD | Price: €89.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.839 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 12 | Action: READ
2025-12-19 19:10:41.844 [main] INFO  c.e.l.service.ProductService - Product found | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.845 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.896 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 13 | Action: READ
2025-12-19 19:10:41.899 [main] INFO  c.e.l.service.ProductService - Product found | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.900 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:41.964 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 15 | Action: READ
2025-12-19 19:10:41.968 [main] INFO  c.e.l.service.ProductService - Product found | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:41.969 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.028 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 11 | Action: READ
2025-12-19 19:10:42.031 [main] INFO  c.e.l.service.ProductService - Product found | ID: 11 | Name: Gaming Monitor | Price: €299.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.031 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 11 | Name: Gaming Monitor | Price: €299.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.090 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 14 | Action: READ
2025-12-19 19:10:42.094 [main] INFO  c.e.l.service.ProductService - Product found | ID: 14 | Name: iPad Pro | Price: €899.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.095 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 14 | Name: iPad Pro | Price: €899.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.153 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 19 | Action: READ
2025-12-19 19:10:42.158 [main] INFO  c.e.l.service.ProductService - Product found | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.159 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.217 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 20 | Action: READ
2025-12-19 19:10:42.221 [main] INFO  c.e.l.service.ProductService - Product found | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.222 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: eve.wilson@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.281 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 2 | Action: READ
2025-12-19 19:10:42.283 [main] INFO  c.e.l.service.ProductService - Product found | ID: 2 | Name: Mouse Pad | Price: €14.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.344 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 7 | Action: READ
2025-12-19 19:10:42.346 [main] INFO  c.e.l.service.ProductService - Product found | ID: 7 | Name: Mechanical Keyboard | Price: €79.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.407 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Eve Wilson | Email: eve.wilson@email.com | ProductID: 9 | Action: READ
2025-12-19 19:10:42.411 [main] INFO  c.e.l.service.ProductService - Product found | ID: 9 | Name: Desk Lamp | Price: €69.99 | User: eve.wilson@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.471 [main] INFO  c.e.l.service.ProductService - Clearing user context for: eve.wilson@email.com
2025-12-19 19:10:42.476 [main] INFO  c.e.l.p.service.UserProfileService - Exported profile for user Eve Wilson to user-profiles/eve_wilson_email_com_EXPENSIVE_SEEKER_profile.json
2025-12-19 19:10:42.477 [main] INFO  c.e.l.scenario.ScenarioExecutor - 📊 Exported profile for Eve Wilson - Expected: READ-HEAVY
2025-12-19 19:10:42.477 [main] INFO  c.e.l.scenario.ScenarioExecutor - 
╔════════════════════════════════════════╗
2025-12-19 19:10:42.477 [main] INFO  c.e.l.scenario.ScenarioExecutor - ║  SCENARIO 6: Tech Enthusiast (Frank)  ║
2025-12-19 19:10:42.477 [main] INFO  c.e.l.scenario.ScenarioExecutor - ╚════════════════════════════════════════╝
2025-12-19 19:10:42.477 [main] INFO  c.e.l.service.UserService - Attempting to register user: frank.zhang@email.com
2025-12-19 19:10:42.486 [main] INFO  c.e.l.service.UserService - Successfully registered user: frank.zhang@email.com with ID: 6
2025-12-19 19:10:42.486 [main] INFO  c.e.l.scenario.ScenarioExecutor - ✅ Created user: Frank Zhang (frank.zhang@email.com)
2025-12-19 19:10:42.486 [main] INFO  c.e.l.service.ProductService - User context set for: Frank Zhang (frank.zhang@email.com)
2025-12-19 19:10:42.486 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Frank Zhang | Email: frank.zhang@email.com | Action: READ
2025-12-19 19:10:42.491 [main] INFO  c.e.l.service.ProductService - Retrieved 32 products | User: frank.zhang@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.491 [main] INFO  c.e.l.p.service.UserProfileService - Created initial profile for user: Frank Zhang
2025-12-19 19:10:42.598 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Frank Zhang | Email: frank.zhang@email.com | ProductID: 15 | Action: READ
2025-12-19 19:10:42.600 [main] INFO  c.e.l.service.ProductService - Product found | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: frank.zhang@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.601 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: frank.zhang@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.661 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Frank Zhang | Email: frank.zhang@email.com | ProductID: 16 | Action: READ
2025-12-19 19:10:42.664 [main] INFO  c.e.l.service.ProductService - Product found | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: frank.zhang@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.664 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: frank.zhang@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.724 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Frank Zhang | Email: frank.zhang@email.com | ProductID: 17 | Action: READ
2025-12-19 19:10:42.726 [main] INFO  c.e.l.service.ProductService - Product found | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: frank.zhang@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:42.726 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: frank.zhang@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:42.788 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Frank Zhang | Email: frank.zhang@email.com | ProductID: 18 | Action: READ
2025-12-19 19:10:42.790 [main] INFO  c.e.l.service.ProductService - Product found | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: frank.zhang@email.com | Operation: READ | Status: SUCCESS
